
,数据趋势概况(2026.06.01-2026.08.23),,,,数据趋势概况(2026.06.01-2026.08.23),,,,,,数据来源概况(2026.06.01-2026.08.23)
,日期,渠道,阅读人数,,日期,分享人数,跳转阅读原文人数,微信收藏人数,发表篇数,,传播渠道,发表日期,内容标题,阅读人数,阅读人数占比
,2026-06-01,公众号消息,128,,2026-06-01,1029,0,423,1,,全部,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,52720,0.08622799813747406
,2026-06-01,聊天会话,596,,2026-06-02,1018,0,338,1,,全部,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,51598,0.08439300209283829
,2026-06-01,朋友圈,589,,2026-06-03,944,0,293,1,,全部,20260701,《人民日报》讲【六张网】：不是大基建清单,47268,0.07731100171804428
,2026-06-01,公众号主页,237,,2026-06-04,903,0,297,1,,推荐,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,46549,0.12125600129365921
,2026-06-01,其他,84,,2026-06-05,1033,0,326,1,,推荐,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,34691,0.09036699682474136
,2026-06-01,推荐,6781,,2026-06-06,1065,0,416,2,,全部,20260718,《人民日报》再谈【县域经济】：不求“小而全”,34405,0.056272998452186584
,2026-06-01,搜一搜,44,,2026-06-07,1048,0,351,1,,推荐,20260701,《人民日报》讲【六张网】：不是大基建清单,32751,0.08531399816274643
,2026-06-01,全部,8269,,2026-06-08,2152,0,738,1,,推荐,20260718,《人民日报》再谈【县域经济】：不求“小而全”,27238,0.07095299661159515
,2026-06-02,公众号消息,160,,2026-06-09,2764,0,1092,2,,全部,20260805,《人民日报》谈新时代【社会工作】：不是社区“兜底包办”,26348,0.043095000088214874
,2026-06-02,聊天会话,719,,2026-06-10,2709,0,909,2,,全部,20260609,《人民日报》讲透“全国统一大市场”：不止于大,21556,0.0352570004761219
,2026-06-02,朋友圈,599,,2026-06-11,2076,0,759,1,,全部,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,18878,0.030876999720931053
,2026-06-02,公众号主页,464,,2026-06-12,1486,0,560,1,,全部,20260801,《人民日报》谈【物业治理】：不是“有人扫地”就行,18377,0.030056999996304512
,2026-06-02,其他,177,,2026-06-13,1071,0,432,1,,推荐,20260805,《人民日报》谈新时代【社会工作】：不是社区“兜底包办”,18178,0.04735200107097626
,2026-06-02,推荐,5875,,2026-06-14,652,0,252,1,,全部,20260615,《人民日报》讲透【银发经济】：不是养老负担,17836,0.029171999543905258
,2026-06-02,搜一搜,75,,2026-06-15,1189,0,358,1,,全部,20260610,《人民日报》讲透城市更新：不是只有“拆”,17255,0.02822200022637844
,2026-06-02,全部,7817,,2026-06-16,1129,0,348,1,,全部,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,16804,0.02748499996960163
,2026-06-03,公众号消息,338,,2026-06-17,854,0,280,0,,全部,20260815,《人民日报》谈【基层责任边界】：属地不是无限责任,16679,0.02727999910712242
,2026-06-03,聊天会话,589,,2026-06-18,666,0,221,0,,推荐,20260609,《人民日报》讲透“全国统一大市场”：不止于大,16051,0.041811998933553696
,2026-06-03,朋友圈,632,,2026-06-19,421,0,156,2,,全部,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,15334,0.02507999911904335
,2026-06-03,公众号主页,576,,2026-06-20,475,0,133,1,,全部,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,15282,0.024994999170303345
,2026-06-03,其他,212,,2026-06-21,438,0,122,1,,全部,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,14750,0.024125000461935997
,2026-06-03,推荐,5268,,2026-06-22,552,0,148,1,,推荐,20260801,《人民日报》谈【物业治理】：不是“有人扫地”就行,14270,0.03717200085520744
,2026-06-03,搜一搜,90,,2026-06-23,717,0,188,3,,推荐,20260615,《人民日报》讲透【银发经济】：不是养老负担,13888,0.03617699816823006
,2026-06-03,全部,7438,,2026-06-24,857,0,271,1,,全部,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,13580,0.022211000323295593
,2026-06-04,公众号消息,425,,2026-06-25,1022,0,325,1,,推荐,20260815,《人民日报》谈【基层责任边界】：属地不是无限责任,13276,0.03458299860358238
,2026-06-04,聊天会话,572,,2026-06-26,800,0,258,1,,推荐,20260605,《人民日报》写透文化传承：不是摆出来，而是连起来,13014,0.033900000154972076
,2026-06-04,朋友圈,187,,2026-06-27,592,0,228,1,,推荐,20260607,《人民日报》这样写“新就业群体”：从服务对象到城市伙伴,12581,0.0327720008790493
,2026-06-04,公众号主页,536,,2026-06-28,1063,0,480,1,,推荐,20260610,《人民日报》讲透城市更新：不是只有“拆”,11563,0.030121000483632088
,2026-06-04,其他,217,,2026-06-29,2149,0,884,2,,推荐,20260625,《人民日报》讲【就业难】：不能只写“多给岗位”,10918,0.02844100072979927
,2026-06-04,推荐,5174,,2026-06-30,1785,0,709,1,,全部,20260811,《人民日报》谈【中试平台】：不是实验室的简单放大,10743,0.01757100038230419
,2026-06-04,搜一搜,101,,2026-07-01,1599,0,613,1,,推荐,20260529,人民日报讲营商环境：不是“不执法”，而是“规范执法”,10257,0.026719000190496445
,2026-06-04,全部,6956,,2026-07-02,1321,0,447,1,,推荐,20260722,《人民日报》讲透“常态化帮扶”：不是简单“输血”,9136,0.023799000307917595
,2026-06-05,公众号消息,395,,2026-07-03,1214,0,393,1,,全部,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,8922,0.014592999592423439
,2026-06-05,聊天会话,486,,2026-07-04,880,0,316,1,,朋友圈,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,8741,0.17472900450229645
,2026-06-05,朋友圈,291,,2026-07-05,746,0,251,1,,推荐,20260608,《人民日报》讲透“数字治理”：不是简单“上系统”,8129,0.021175000816583633
,2026-06-05,公众号主页,588,,2026-07-06,826,0,270,1,,全部,20260623,《人民日报》写【服务消费】：不是发券促销,7431,0.012153999879956245
,2026-06-05,其他,224,,2026-07-07,819,0,228,1,,全部,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,7077,0.011575000360608101
,2026-06-05,推荐,4997,,2026-07-08,809,0,275,1,,全部,20260720,《人民日报》谈【教育科技人才一体发展】：不是简单的并列,6968,0.011397000402212143
,2026-06-05,搜一搜,103,,2026-07-09,820,0,285,1,,推荐,20260706,《人民日报》谈教育“十五五”：不是让孩子学得更多,6829,0.017789000645279884
,2026-06-05,全部,6835,,2026-07-10,811,0,289,1,,全部,20260806,《人民日报》解读《社会救助法》：救助不只是给钱,6280,0.01027199998497963
,2026-06-06,公众号消息,397,,2026-07-11,554,0,182,1,,推荐,20260811,《人民日报》谈【中试平台】：不是实验室的简单放大,6234,0.016239000484347343
,2026-06-06,聊天会话,634,,2026-07-12,728,0,235,1,,全部,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,6194,0.010130999609827995
,2026-06-06,朋友圈,176,,2026-07-13,1070,0,382,1,,聊天会话,20260628,《人民日报》讲透【科技成果转化】：别只写“产学研”,6136,0.10202199965715408
,2026-06-06,公众号主页,495,,2026-07-14,802,0,303,1,,聊天会话,20260701,《人民日报》讲【六张网】：不是大基建清单,5984,0.09949500113725662
,2026-06-06,其他,198,,2026-07-15,877,0,248,1,,朋友圈,20260701,《人民日报》讲【六张网】：不是大基建清单,5928,0.11849799752235413
,2026-06-06,推荐,4663,,2026-07-16,789,0,248,1,,推荐,20260531,《人民日报》讲透“稳就业”：找得到活、上得了工、拿得到钱,4781,0.012454000301659107
,2026-06-06,搜一搜,88,,2026-07-17,696,0,196,0,,推荐,20260623,《人民日报》写【服务消费】：不是发券促销,4518,0.011769000440835953
,2026-06-06,全部,6461,,2026-07-18,844,0,310,1,,推荐,20260604,《人民日报》系列文章讲透“新质生产力”：从词元、农机到田间大模型,4289,0.011172999627888203
,2026-06-07,公众号消息,457,,2026-07-19,1107,0,375,0,,聊天会话,20260530,《人民日报》写“因地制宜”：申论如何写县域发展,3816,0.0634479969739914
