article_id,date,title,source_name,url,status
peopleapp_opinion_20260727_30052757759_500007619612,2026-07-27,“变美捷径”？还是人生陷阱？,人民日报客户端,https://www.peopleapp.com/column/30052757759-500007619612,dry-run
peopleapp_opinion_20260728_30052777839_500007621150,2026-07-28,从匿名写剧评13年说起,人民日报,https://www.peopleapp.com/column/30052777839-500007621150,dry-run
peopleapp_opinion_20260728_30052782013_500007621892,2026-07-28,为什么观众反感电影动不动撤档,光明网,https://www.peopleapp.com/column/30052782013-500007621892,dry-run
peopleapp_opinion_20260728_30052780747_500007621431,2026-07-28,“看着水浅就安全”？暑期防溺水须警钟长鸣,半月谈微信公号,https://www.peopleapp.com/column/30052780747-500007621431,dry-run
peopleapp_opinion_20260728_30052781406_500007621481,2026-07-28,简历上的“微专业经历”何以成了求职加分项？,光明网时评频道,https://www.peopleapp.com/column/30052781406-500007621481,dry-run
peopleapp_opinion_20260728_30052777833_500007621522,2026-07-28,全面从严治党，“全面”二字意蕴深,人民日报,https://www.peopleapp.com/column/30052777833-500007621522,dry-run
peopleapp_opinion_20260728_30052777838_500007621426,2026-07-28,“国漫的进步肉眼可见”，观众也在与动画电影共同成长,人民日报,https://www.peopleapp.com/column/30052777838-500007621426,dry-run
peopleapp_opinion_20260728_30052777841_500007621271,2026-07-28,考古式追剧让老剧频频“翻红”，怎么看？,人民日报,https://www.peopleapp.com/column/30052777841-500007621271,dry-run
peopleapp_opinion_20260728_30052779060_500007620793,2026-07-28,人民日报评论员观察：这个安徽小村，何以成功“出圈”？,人民日报客户端,https://www.peopleapp.com/column/30052779060-500007620793,dry-run
peopleapp_opinion_20260728_30052778937_500007620781,2026-07-28,艺人出行讲排场是病，得治,浙江宣传微信公号,https://www.peopleapp.com/column/30052778937-500007620781,dry-run
peopleapp_opinion_20260728_30052777754_500007620767,2026-07-28,风雨中共同奔赴的身影，是最温暖的精神力量,人民日报,https://www.peopleapp.com/column/30052777754-500007620767,dry-run
peopleapp_opinion_20260728_30052777815_500007620700,2026-07-28,世界杯给中国足球带来哪些启发？,人民日报,https://www.peopleapp.com/column/30052777815-500007620700,dry-run
peopleapp_opinion_20260728_30052777753_500007620699,2026-07-28,人民时评：锤炼穿越风雨的能力,人民日报,https://www.peopleapp.com/column/30052777753-500007620699,dry-run
peopleapp_opinion_20260727_30052776249_500007620420,2026-07-27,平台“两头吃”，毒性中药材成了“养生神药”,九派评论微信公号,https://www.peopleapp.com/column/30052776249-500007620420,dry-run
peopleapp_opinion_20260727_30052765906_500007620441,2026-07-27,长鑫上市！科创板最大IPO落地,人民日报客户端,https://www.peopleapp.com/column/30052765906-500007620441,dry-run
