日期,渠道,阅读人数
2026-06-19,搜一搜,94
2026-06-19,全部,3144
2026-06-20,公众号消息,655
2026-06-20,聊天会话,223
2026-06-20,朋友圈,151
2026-06-20,公众号主页,439
2026-06-20,其他,133
2026-06-20,推荐,1645
2026-06-20,搜一搜,131
2026-06-20,全部,3280
2026-06-21,公众号消息,514
2026-06-21,聊天会话,233
2026-06-21,朋友圈,197
2026-06-21,公众号主页,464
2026-06-21,其他,122
2026-06-21,推荐,1640
2026-06-21,搜一搜,123
2026-06-21,全部,3189
2026-06-22,公众号消息,710
2026-06-22,聊天会话,367
2026-06-22,朋友圈,74
2026-06-22,公众号主页,748
2026-06-22,其他,234
2026-06-22,推荐,2545
2026-06-22,搜一搜,223
2026-06-22,全部,4720
2026-06-23,公众号消息,896
2026-06-23,聊天会话,399
2026-06-23,朋友圈,141
2026-06-23,公众号主页,789
2026-06-23,其他,272
2026-06-23,推荐,3170
2026-06-23,搜一搜,207
2026-06-23,全部,5629
2026-06-24,公众号消息,911
2026-06-24,聊天会话,626
2026-06-24,朋友圈,480
2026-06-24,公众号主页,833
2026-06-24,其他,300
2026-06-24,推荐,3980
2026-06-24,搜一搜,197
2026-06-24,全部,7037
2026-06-25,公众号消息,1185
2026-06-25,聊天会话,665
2026-06-25,朋友圈,386
2026-06-25,公众号主页,962
2026-06-25,其他,280
2026-06-25,推荐,4606
2026-06-25,搜一搜,286
2026-06-25,全部,8042
2026-06-26,公众号消息,744
2026-06-26,聊天会话,606
2026-06-26,朋友圈,317
2026-06-26,公众号主页,678
2026-06-26,其他,252
2026-06-26,推荐,3869
2026-06-26,搜一搜,189
2026-06-26,全部,6423
2026-06-27,公众号消息,610
2026-06-27,聊天会话,339
2026-06-27,朋友圈,324
2026-06-27,公众号主页,453
2026-06-27,其他,141
2026-06-27,推荐,2707
2026-06-27,搜一搜,105
2026-06-27,全部,4556
